id,name,app_reference,category,description,slide_count,usage_count,rating,tags,is_active,performance_notes,reference_tiktok_url,action,slide1_top,slide1_center,slide1_bottom,slide2_top,slide2_center,slide2_bottom,slide3_top,slide3_center,slide3_bottom,slide4_top,slide4_center,slide4_bottom,slide5_top,slide5_center,slide5_bottom,slide6_top,slide6_center,slide6_bottom,slide7_top,slide7_center,slide7_bottom,slide8_top,slide8_center,slide8_bottom,slide9_top,slide9_center,slide9_bottom,slide10_top,slide10_center,slide10_bottom
3e3d0557-c69d-4e77-ba01-4e960f0e11a7,Steal my secret to study for long hours ,minutewise,habits,,7,17,,,false,,https://www.tiktok.com/@phuonghocdi/video/7389542279830162706?_r=1&_t=ZP-8xusJS1wqS7,,,Steal my secret to study for long hours,,,1. plan,,,2. Pomodoro,,,3. MinuteWise: note taking app,,,4. Ambient sound,,,5. Hydration,,,6. Company,,,,,,,,,,
6c3ecbf5-bfe2-4c03-b6a5-7bfc928a89e9,6 Toxic study motivation,minutewise,motivational,,7,3,,,false,,https://www.tiktok.com/@lovebeawizard/photo/7509482298920668424?_d=secCgYIASAHKAESPgo8IqUaEdDGcBWh%2BVdry1vXhPUlm%2BZ8TU2vcHQq21bTleiMc4MNUSrrVPGIouB0Ffmn01pP2OijSeoK0xr3GgA%3D&_r=1&_svg=3&checksum=c34eddf0b5005282ebc4497532fbe9079cc5194a688d0c081eaa720b6d76494c&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22follow_to_play_duration%22%3A-1%2C%22profile_clickable%22%3A1%2C%22dynamic_cover%22%3A1%7D&preview_pb=0&sec_user_id=MS4wLjABAAAAEzTrpVXR_iqg4x5BrQumci3NcnghiPPns0oAGC470qdcue6BS79tLqWHxKOYso-T&share_app_id=1233&share_item_id=7509482298920668424&share_link_id=D3420229-7E76-4058-BB34-2A0B08941DCC&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752167230&tt_from=copy&u_code=ekiik5fd7id4bj&ug_btm=b8727%2Cb2878&ug_photo_idx=0&user_id=7512734276250502175&utm_campaign=client_share&utm_medium=ios&utm_source=copy,,,6 Toxic study motivation,,,"1. Imagine everyone laughing at you for being the girl who dreams for success, but don't work for it.",,,"2. You don't wanna look back, but you wish you worked a little harder. Give up your lame excuses and show up.",,,"3. You're not ashamed of how little you've accomplished today. Congratulations, you are an average.",,,"4. Every time you scroll through your phone, someone is securing your spot at the bottom.",,,5. If you are not ahead of everyone else. You are already behind.,,,6. Prove Them wrong,,,,,,,,,,
75f7f178-c371-4db2-87c3-ddc9478ae9e4,Everything that kills me makes me feel alive,minutewise,motivational,,5,55,,,false,,https://www.tiktok.com/@studytokerapp/photo/7524276263188466951?_d=secCgYIASAHKAESPgo8p7SFKqioCffFNZitNoUX1NP2k77cMtCw3%2B%2Fsn651TQu3Mo2VmZT5zqH9fbetJ58%2Frw7J74%2F4Rx%2B3ybcLGgA%3D&_r=1&_svg=3&checksum=a36e15109383a1e564d5f4262546fc917bf738924f72dfacdb2fcc23369a50ff&link_reflow_popup_iteration_sharer=%7B%22profile_clickable%22%3A1%2C%22follow_to_play_duration%22%3A-1%2C%22click_empty_to_play%22%3A1%2C%22dynamic_cover%22%3A1%7D&preview_pb=0&reflow_page_type=1&sec_user_id=MS4wLjABAAAA5mGQJMDvg47WS1PMA7c4RwJ-Mj9xZLzP2BSzkAYjR5XxqIW8Hq-6k2CaLGfpLvei&share_app_id=1233&share_item_id=7524276263188466951&share_link_id=93375EAD-EA54-46C7-BE33-DC7D1640C137&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1754375454&tt_from=copy&u_code=ehgdf9e1k9aih1&ug_btm=b8727%2Cb2878&ug_photo_idx=0&user_id=7444868953263047722&utm_campaign=client_share&utm_medium=ios&utm_source=copy,,,"Everything that kills 
me makes me feel alive",,1. Relying only on rereading.,"Simply rereading notes and textbooks creates an illusion of learning but doesn't improve recall. 
Use active recall: Close your book and try to recall key concepts from your memory without checking your notes.",Use Feynman technique,2. Studying for long hours without break.,"Studying for long hours without a break leads to mental fatigue and decreases productivity. 
Use pomodoro technique: Study for 25 to 50 minutes and then take a break of 5-10 minutes to give your brain some rest.",,3. Using AI to study.,AI apps like Minutewise can turn your lectures and meetings into simple notes and give you time to actually understand and learn the concept.,Available on IOS,4. IGNORING practice questions,"Memorizing theory without testing yourself makes it hard to apply knowledge in exams. 
Past papers, quizzes and practice questions help identify weak spots and improve exam confidence.",,,,,,,,,,,,,,,,
9aa78314-3fd6-496b-a500-63fe5161e24c,Study until you're the one everyone wants answers from.,minutewise,motivational,,5,102,,,false,,https://www.tiktok.com/@smartnotetips/photo/7469155096257940754?is_from_webapp=1&sender_device=pc&web_id=7520224937136915976,,,Study until you're the one everyone wants answers from.,,#1 Memorizing without understanding,"Problem:

Memorizing without understanding makes you forget quickly, struggle to apply knowledge, reduce critical thinking, and get confused with variations","Solution: 

Feynman, Feynman, Feynman.",#2 Studying only before exams.,"Problem: 

Cramming too much information in a short time overwhelms the brain, leads to poor retention.","Solution:

Do quizzes, study with flashcards, and review consistently instead of cramming.",#3 Poor planning and time management,"Problem: 

Last-minute studying without a clear schedule makes it hard to stay in control and leaves insufficient time for revision","Solution: 

Create a proper study plan",,"Use Minutewise: AI Note Taker

An app that supports note-taking creates quizzes, flashcards and mindmap to help you review consistently. It allows you to test your knowledge using the Feynman technique and provides scoring. You can create a folder to organize your study plan effectively.",,,,,,,,,,,,,,,,
9e5dd71b-47ce-458c-94c1-2be81bd2382b,You are not lazy.  You are just overwhelmed.  Do this.,minutewise,motivational,,7,3,,,false,great  engagement,https://www.tiktok.com/@align.dx/photo/7489820093438889238?_d=secCgYIASAHKAESPgo8vlGELxEVnh4erb%2B8nS%2BDkmMpPNVmE%2BoN9PiUebME36DlR%2B9id05s6EkzyvYtalsxV96kfvjZcHeRwFypGgA%3D&_r=1&_svg=3&checksum=7b8902b748647a38677313cd8c20188413501efe61cd017c2d2822faac26a2e7&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22follow_to_play_duration%22%3A-1%2C%22profile_clickable%22%3A1%2C%22dynamic_cover%22%3A1%7D&preview_pb=0&sec_user_id=MS4wLjABAAAAEzTrpVXR_iqg4x5BrQumci3NcnghiPPns0oAGC470qdcue6BS79tLqWHxKOYso-T&share_app_id=1233&share_item_id=7489820093438889238&share_link_id=D888EA24-B361-4B53-B613-15E75D45E7A5&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752167193&tt_from=copy&u_code=ekiik5fd7id4bj&ug_btm=b8727%2Cb2878&ug_photo_idx=2&user_id=7512734276250502175&utm_campaign=client_share&utm_medium=ios&utm_source=copy,,"You are not lazy. 
You are just overwhelmed. 
Do this.",,,Dump everything that is in your head,You can't organize the chaos if it is still in your mind,,Sort out by energy and not time.,"Low energy? do the simple stuff
High energy? tackle the deep work",,Use AI = BE SMART,"Use tools like minutewise to generate notes and summaries 
This will help you get extra time for your studies",,Stop over planning. Start doing.,Perfectionism is equal to procrastination in disguise.,,Set a focus hour daily.,"No phone, no distraction, just a powerful hour of progress.",,Celebrate small wins.,"Momentum is built by noticing progress, not waiting for perfectionism.",,,,,,,,,,
7ec28579-5fa3-4785-934b-dc75cb933be7,4 tips I wish I knew as an incoming freshman in college.,minutewise,tips,,5,2,,,false,,https://www.tiktok.com/@somsomwhere/photo/7527433760028069133?_d=secCgYIASAHKAESPgo8iQmuBGXb9v%2B4GXh3tYwiIk8L08%2Ff9ntOX%2BZ4Qam%2BTbEC7zYhKMTqDiGT9kwvku6I2gOxSe7ZdSnv0VeuGgA%3D&_r=1&_svg=3&aweme_type=150&checksum=d5e7da068ca5735d1829e8b57d87739a28347dd7b81b4bf66726a48a0f199e18&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22dynamic_cover%22%3A1%2C%22follow_to_play_duration%22%3A-1.0%2C%22profile_clickable%22%3A1%7D&pic_cnt=6&preview_pb=0&sec_user_id=MS4wLjABAAAA3lTqmWq1-77pt0xpr_USonYr-H4rKT_AEiFUi5NC_YHRZM_2mTiWJUn1Dk464HOQ&share_app_id=1233&share_item_id=7527433760028069133&share_link_id=59d8f9b1-cd97-4b8e-8bc7-6e9d3d5cccc1&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1753149643&u_code=ekia0b96ibh5j7&ug_btm=ChatShellActivity%2Cb2878&ug_photo_idx=0&ugbiz_name=UNKNOWN&user_id=7512367289577161759&utm_campaign=client_share&utm_medium=android&utm_source=copy,,,4 tips I wish I knew as an incoming freshman in college.,,,"1. Have a Google Calendar to keep track of their assignments, exams and important dates.",,,2. Join as many clubs and organizations on campus as you can make more friends and network.,,,3. Use study Tools like minute wise that can decode all your lectures and give you instant summaries.,,,"4. Go out to study with your friends, either in a library or in a cafe. It helps you more than studying alone in a private dorm.",,,,,,,,,,,,,,,,
f9104edf-2be7-402d-9fde-1d53d351c189,Common mistakes students make while studying,minutewise,tips,,4,3,,,false,,,,,Common mistakes students make while studying,,1. Spending too much time passively reading.,"Problem: Spending hours upon hours passively reading notes thinking it's actually studying while you have actually wasted a lot of time doing barely anything for your memory 

Solution: Only spend 10 to 15 minutes reading your material and then start memorizing",,2. Taking notes during lectures,"Problem: Most students are too worried to take notes, so they don't pay attention to the lectures. 

Solution: is to use Minutewise that can record your lectures and easily transcribe it into notes that you just have to learn.",,3. Missing key information,"Problem: Missing key Information is the main difference why you get 3.5 and not 4.0 GPA!

Solution: is to get a clean summary from Minutewise with key pointers.",,,,,,,,,,,,,,,,,,,
8922cb71-43ac-4ce2-b138-1604dd50037f,Great study tips that gave me a 4.0 In my semester. ,minutewise,tips,,5,6,,,false,,https://www.tiktok.com/@cathy.queen75/photo/7510322971500662023?_d=secCgYIASAHKAESPgo8kfzfcxjrn%2F9Q5mHO4R3P3QWTcG9ub9o%2F8djqzRlK4tm%2FeZFPOLkAafIe2amQjb11QW7awEsfBsezw%2BgBGgA%3D&_r=1&_svg=1&aweme_type=150&checksum=ebe383279f9a4d278096f756f25d4936a7066179088f24ab3e7a364437899f01&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22dynamic_cover%22%3A1%2C%22follow_to_play_duration%22%3A-1.0%2C%22profile_clickable%22%3A1%7D&pic_cnt=5&preview_pb=0&sec_user_id=MS4wLjABAAAAvZ6hf8txmYh5C8Ek7CXhaaEufXbSpeFq4ovpq2PRgjhNZ77Z-0Cy5phHxy-dYDav&share_app_id=1233&share_item_id=7510322971500662023&share_link_id=c04c6626-643d-4039-bea6-10eed5cd8f3f&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752472328&u_code=dlc7ed1h90mh13&ug_btm=b8727%2Cb2878&ug_photo_idx=0&ugbiz_name=UNKNOWN&user_id=7024429761079673862&utm_campaign=client_share&utm_medium=android&utm_source=whatsapp,,,Great study tips that gave me a 4.0 In my semester.,,Reading 30 minutes a day will give you a better IQ.,"I read three books a week and my vocabulary game is at its peak. 
I recommend Atomic Habits and 48 Laws of Power.",,Record your notes.,"A+ students always record their lectures using minute wise AI. 
Allows them to have every single note of every lecture.
They don't waste their time writing notes. Instead, they learn.",,Active recall,"After revising your notes, get a blank piece of paper and try to recall everything that you just learned. Focusing on the parts you couldn't remember or still have trouble with will help you be prepared for when it comes on an exam.",,,This app called Minute Wise is really helpful for you as it transcribes your notes into perfect summaries and helps you learn more instead of writing notes.,Ask for link in the caption,,,,,,,,,,,,,,,
f56a7135-4a9f-47f5-85db-529622d693dd,Hacks to become Top 1% on the student’s list.,minutewise,tips,,6,2,,,false,,https://www.tiktok.com/@academic_motivation1/photo/7522462337245252882?_d=secCgYIASAHKAESPgo8R44oUhDeyQwoqlKOdQFBKpWZvU70mKxP95JpgAWsiZ9vV4puQzQ4NBw8MOlljyR1bOazBkbRov84ExTuGgA%3D&_r=1&_svg=1&aweme_type=150&checksum=3aadb334c91911f5d5859f15fe9599226be62db1b8a13bf2f0caa8fe99768e30&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22dynamic_cover%22%3A1%2C%22follow_to_play_duration%22%3A-1.0%2C%22profile_clickable%22%3A1%7D&pic_cnt=6&preview_pb=0&sec_user_id=MS4wLjABAAAAvZ6hf8txmYh5C8Ek7CXhaaEufXbSpeFq4ovpq2PRgjhNZ77Z-0Cy5phHxy-dYDav&share_app_id=1233&share_item_id=7522462337245252882&share_link_id=ceb6f197-5823-4f89-b311-723fe7255d15&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752472182&u_code=dlc7ed1h90mh13&ug_btm=b8727%2Cb2878&ug_photo_idx=4&ugbiz_name=UNKNOWN&user_id=7024429761079673862&utm_campaign=client_share&utm_medium=android&utm_source=whatsapp,,,Hacks to become Top 1% on the student’s list.,,,Use spaced repetition to improve long term memorization,,,Summaries using keywords and important information using Minutewise,,,Maintain a consistent sleep schedule.,,,Ask questions and understand the content before revising.,,,Use minutewise AI to get Perfect note summaries.,,,,,,,,,,,,,
137e4467-0235-4a83-8fdd-5188cf2ca5f5,How Harvard students actually study. ,minutewise,tips,,7,7,,,false,,https://www.tiktok.com/@studywith.emily/photo/7505819344736177454?is_from_webapp=1&web_id=7518687806144120351,,,How Harvard students actually study.,,Spaced repetition.,"They don't cram. Just review stuff after one day, three days, and then a week. This sounds simple, but this is how they remember everything.",,AI generated notes.,They don't make their own notes and waste their time.They actually use AI tools like Minute wise that records all their lectures and summarizes them into Clean and clear notes.,,Feynman technique.,"One of the Harvard students told me.
If you can't explain it to a 10 year old you don't even understand the topic. This is the Feynman technique and I use this all the time.",,Cornell's notes.,"Question on the side
Answers in the middle
And summary at the bottom
Best way to summarize and memorize everything.",,Concept sprints,"They don't study a single topic for hours
30 minutes Chem
30 minutes physics
30 minutes bio
It trains your brain to stay focused all the time",,AI tools like Minute wise.,"Record and transcribe your lectures, meetings, interviews, and more with our AI-powered platform.",Generate summaries and insights from your notes to help easily and fast memorize the content.,,,,,,,,,
8e747e94-7491-4f29-99a4-75734d7e8d7d,How to study for finals?,minutewise,tips,,8,3,,,false,,https://www.tiktok.com/@cathy.queen75/photo/7504636487846251794?_d=secCgYIASAHKAESPgo83qmaYVBu38%2F5RWaK6l2wLAtbQ7Rlz1lWAya8Mjgiw1Fobi1EvBxjIbWVwgOWrBaAEjUp4kTCyRD4v4GSGgA%3D&_r=1&_svg=1&aweme_type=150&checksum=66e61d40d0d12f3474b416b64ea9e20bd38f806cdffe6bd560b6ea31357bfcbe&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22dynamic_cover%22%3A1%2C%22follow_to_play_duration%22%3A-1.0%2C%22profile_clickable%22%3A1%7D&pic_cnt=3&preview_pb=0&sec_user_id=MS4wLjABAAAAvZ6hf8txmYh5C8Ek7CXhaaEufXbSpeFq4ovpq2PRgjhNZ77Z-0Cy5phHxy-dYDav&share_app_id=1233&share_item_id=7504636487846251794&share_link_id=3c895dc9-ae16-468f-9bf0-0918e602b413&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752472441&u_code=dlc7ed1h90mh13&ug_btm=b2878%2Cb2878&ug_photo_idx=2&ugbiz_name=UNKNOWN&user_id=7024429761079673862&utm_campaign=client_share&utm_medium=android&utm_source=whatsapp,,,How to study for finals?,,,"Two weeks before
Make a plan
Space out smaller parts
Review, often in small chunks",,,"The week before
Look over study materials
And find someone to study with",,,"The night before, 
don't cram
Do a review 
Relax and sleep",,,"In the morning, 
have a good breakfast
And make sure you are on time",,,"One hour before 
relax and hang out with friends",,,"A few minutes before, 
take a deep breath 
and stay calm",,,"After that, don't overthink it and move on",Use this app to focus on your exams like crazy,,,,,,
0a432b27-145d-4334-ac4a-0e9eb3e4c797,"June 17, 2025",minutewise,tips,,4,369,,,false,,https://www.tiktok.com/@smartnotetips/photo/7468744931889122578?is_from_webapp=1&sender_device=pc&web_id=7519814909590455838,,,Studying because there's no better feeling than seeing the exam questions and immediately knowing the answers,,,Just use...,,,"Feynman technique

Active Recall

SQ3R method",,,"App I use:
Minutewise AI
Take notes, create quizzes, flashcards, mindmap and review with Feynman technique",,,,,,,,,,,,,,,,,,,
4eafb9a4-5371-4ee1-bbea-4168bdfcea6d,My favorite study method to get A+ all the time.,minutewise,tips,,4,6,,,false,,https://www.tiktok.com/@studyv.tok/photo/7464357897074445573?is_from_webapp=1&web_id=7518687806144120351,,,My favorite study method to get A+ all the time.,,,You want to memorize it all: LEITNER,,,"Want to have good Notes: MINUTEWISE AI 
(Comment notes for link)",,,Stay focused all the time: POMODORO,,,,,,,,,,,,,,,,,,,
02a4f6c0-6d98-4075-b150-9b8061004a28,Secrets about studying for different subjects that nobody will tell you,minutewise,tips,,7,6,,,false,,https://www.tiktok.com/@a.u_.k/photo/7489420892775189778?_d=secCgYIASAHKAESPgo8GS0GfyRTpz8cp%2FpPA%2BphMsk0zLl5xEOaoBraNHmZlzrYgcb2MkvXc3UHTTGQVAdrYLNSEL3MDu1%2BALM%2BGgA%3D&_r=1&_svg=3&checksum=32fe23e19b4b2071e488ef813dafdc989fb786fbe325696de64f3fc77caebc20&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22follow_to_play_duration%22%3A-1%2C%22profile_clickable%22%3A1%2C%22dynamic_cover%22%3A1%7D&preview_pb=0&sec_user_id=MS4wLjABAAAAEzTrpVXR_iqg4x5BrQumci3NcnghiPPns0oAGC470qdcue6BS79tLqWHxKOYso-T&share_app_id=1233&share_item_id=7489420892775189778&share_link_id=10ADA61F-729C-4EF0-AF53-33B62D007C44&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752167210&tt_from=copy&u_code=ekiik5fd7id4bj&ug_btm=b8727%2Cb2878&ug_photo_idx=2&user_id=7512734276250502175&utm_campaign=client_share&utm_medium=ios&utm_source=copy,,,Secrets about studying for different subjects that nobody will tell you,LAST ONE IS THE MOST IMPORTANT,MATHS,"Stop rewatching the same tutorial. 
Do one hard question and force yourself to explain it out loud.
Struggle = learning.",,English,"Don't just read the book.
Write the key ideas in your own words. While explaining it to a 10 year old. 
If you can't, you don't understand it.",,Science,"Memorization is a trap. Understand the ‘why’ behind the concepts. 
Pretend you are teaching a clueless friend.",,History,"Time timelines over notes. You don't see the connections, you'll never remember them. Use arrows, draw, make it visual.",,Geography,"Maps > textbooks
Label Everything. The more you interact with the info, the more it sticks.",,,"The ultimate tip is to stop making notes and use Minutewise AI to do it for you. 
More time = more learning.",,,,,,,,,,
d65d58a7-4b17-4669-bed5-d4c08d8be487,Smart people are not disciplined.,minutewise,tips,,2,6,,,false,,https://www.tiktok.com/@studyv.tok/photo/7473129947859520823?is_from_webapp=1&web_id=7518687806144120351,,,"Smart people are not disciplined.
They are smart because they use AI tools.",,,COMMENT AI TO GET THE TOOL’S LINK,,,,,,,,,,,,,,,,,,,,,,,,,
d4699ad6-9264-4246-9f1a-46e7cfda6f75,Study for hours but it doesn't seem to help?,minutewise,tips,,8,3,,,false,,https://www.tiktok.com/@bixv_a/photo/7497309275157515542?_d=secCgYIASAHKAESPgo8zL05FA4vWYuusorT%2BEXw%2BdFP70fG0mO01r4PRMRiJ4Q9k4%2FkQkYz6kx6tR3K5JPzQw%2FFm78kgdqSEnFqGgA%3D&_r=1&_svg=3&checksum=1276bdcf8ffe79452b864a0e6c2d69e94b2c124245a63bf6db7c64eb7e827e4b&cover_exp=v0&link_reflow_popup_iteration_sharer=%7B%22follow_to_play_duration%22%3A-1%2C%22dynamic_cover%22%3A1%2C%22click_empty_to_play%22%3A1%2C%22profile_clickable%22%3A1%7D&preview_pb=0&sec_user_id=MS4wLjABAAAAYfpWFqiCOvAxFjxi3eYYFcSCHtEHl2Yl5Xn538svDD-TYsJLHDGmeO3VOOO4xZJv&share_app_id=1233&share_item_id=7497309275157515542&share_link_id=2CD5E67A-98E1-4AC5-9B0A-5205F502504F&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1751902131&tt_from=copy&u_code=ekg3c0158hk12h&ug_btm=b5836%2Cb2878&ug_photo_idx=0&user_id=7510192409444647982&utm_campaign=client_share&utm_medium=ios&utm_source=copy,,,Study for hours but it doesn't seem to help?,,,Because you are studying the wrong way!!,,,Focus on understanding and not memorizing.,,,Test yourself instead of reading.,,,"Stop making notes and let AI do this for you.
 (LINK ON THE LAST SLIDE)",,,Flash cards to practice active recall.,,,STOP Multitasking and focus on one thing at a time.,,,Comment NOTES and i will share you the link of the AI note taking app.,,,,,,,
78c7ff2d-5919-4693-9869-863dc3cc121e,Tips.for.Next.year.school. ,minutewise,tips,,6,9,,,false,great performance ,https://www.tiktok.com/@nias_.diaries/photo/7521808115193367830?_d=secCgYIASAHKAESPgo8B39P0hPXypr2RSI1LLXpdty01xB%2BjR8lCP2DowlVDU46wwhi6e%2FAHeoopwvnwysS%2BbU7gtPOnvFqGVcdGgA%3D&_r=1&_svg=3&checksum=dde3fe0335442c07538b79000969f1381ecd3f225231fd9a2ac2e390a9fe4255&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22follow_to_play_duration%22%3A-1%2C%22profile_clickable%22%3A1%2C%22dynamic_cover%22%3A1%7D&preview_pb=0&sec_user_id=MS4wLjABAAAAEzTrpVXR_iqg4x5BrQumci3NcnghiPPns0oAGC470qdcue6BS79tLqWHxKOYso-T&share_app_id=1233&share_item_id=7521808115193367830&share_link_id=7831CDBE-9849-45E0-8829-8ECF5EC1275B&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752167162&tt_from=copy&u_code=ekiik5fd7id4bj&ug_btm=b8727%2Cb2878&ug_photo_idx=3&user_id=7512734276250502175&utm_campaign=client_share&utm_medium=ios&utm_source=copy,,Tips.for.Next.year.school.,,,"Be yourself, don't try to be someone you envy.","Don't make fun of anyone, students or teachers.","Don't make any drama for popularity. Be you, be yourself.",Do your homework,Don't wait till the last minute and copy off others. Try to do it on the day it is assigned or set. Or have specific days set for your homework.,Make it more enjoyable listening to music and drinking hot cocoa.,Keep all your lectures recorded,And take your notes using minutewise as it can make a perfect summary,Have organized notes and summaries,Don't skip your breakfast,Meal prep them if you struggle with time and take it on the go.,Filling breakfast will help you focus more,Ready for test in advance,The moment you receive the date sheets start prepping study material and eventually start studying,,,,,,,,,,,,,
ca4ab2e5-82c7-4505-b66f-19ffd7b07150,Trial,minutewise,tips,,3,295,,,true,,,,"I can’t write fast enough
and listen at the same time",,,"summaries helped me
focus instead of scrambling
to keep up",,,"MinuteWise App does this
in one place
no complicated setup",,,,,,,,,,,,,,,,,,,,,,,
d6cde2b0-a419-48ee-bdc0-d6905ba4e294,Want this? ,minutewise,tips,,4,2,,,false,,https://www.tiktok.com/@kln_0321/photo/7505461435250560274?_d=secCgYIASAHKAESPgo8iei8cy2xLmYfRsWBp1j1ySfqIp3HyG0eFbzwvfXhGtNTZlKD3OWWYxyUuA%2BUYmKy91zGNdJnf2x%2BwEjYGgA%3D&_r=1&_svg=3&checksum=8b061280c6d00bf759e106cce25875275b0c4bba0e5ac2103b27afcfdd5e0f29&link_reflow_popup_iteration_sharer=%7B%22profile_clickable%22%3A1%2C%22follow_to_play_duration%22%3A-1%2C%22dynamic_cover%22%3A1%2C%22click_empty_to_play%22%3A1%7D&preview_pb=0&sec_user_id=MS4wLjABAAAA5Y99sh1gWGyh9PRYB7mPPVPqktKVKGfZ_MhKfHnJ4r_WHuSw3FPc9dnjmBD2txcU&share_app_id=1233&share_item_id=7505461435250560274&share_link_id=82BC5C4B-E1E9-4F5A-BBC3-D6CBA0A3FACA&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752507928&tt_from=copy&u_code=ekib77fd4if1j4&ug_btm=b8727%2Cb2001&ug_photo_idx=2&user_id=7512421032290092062&utm_campaign=client_share&utm_medium=ios&utm_source=copy,,,Want this?,,And this?,,,"Do this! 
1. Feynman
2. Blurting
3. Chunking
4. Test and exams
5. Flash cards
6. Memorizing",,,,Use this app to focus on your exams like crazy.,Comment 'notes' for the link,,,,,,,,,,,,,,,,,,
652f52ce-bca7-4cbd-ab83-b7c2d5e209e9,When you realize it's not about being smart,minutewise,tips,,4,2,,,false,,https://www.tiktok.com/@study.tips.hub/photo/7510474009381801223?_d=secCgYIASAHKAESPgo82e3IzC9NXT82TnRv1AHSmmk1Ou%2F730FP3RJ31NyKfBNcTWJx09pN3ifqhGaqHD3TbR%2FxJsZ5ZOmLq4hJGgA%3D&_r=1&_svg=1&aweme_type=150&checksum=6e81f82d08bbce4517177b7cd7626607a03cbade7346c9573682a1efebe70e42&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22dynamic_cover%22%3A1%2C%22follow_to_play_duration%22%3A-1.0%2C%22profile_clickable%22%3A1%7D&pic_cnt=4&preview_pb=0&sec_user_id=MS4wLjABAAAAOFHyBXdPr-OxKY1XpX6pbYtBJuvr2TsoEV5AoLod8wyh9Sa4lhqFyn-y3-FgFIxY&share_app_id=1233&share_item_id=7510474009381801223&share_link_id=c6227258-bf0e-4a2f-b98f-cd3b657b271e&share_scene=11&sharer_language=en&social_share_type=14&source=h5_m&timestamp=1752487526&u_code=ekibd7m231h00e&ug_btm=b5836%2Cb2878&ug_photo_idx=0&ugbiz_name=UNKNOWN&user_id=7512431861400273928&utm_campaign=client_share&utm_medium=android&utm_source=more,,,When you realize it's not about being smart.,,,It's about being dedicated.,,,"Using studying methods. 
1. Feynman
2. Blurting
3. Chunking
4. Test and exams.
5. Flash cards
6. Memorizing.",,,The AI app I use is minute wise.,,,,,,,,,,,,,,,,,,,
0b6f25e0-0767-41a5-968e-6128e79ee5ee,Old Deleted Template of Minutewise,minutewise,,,4,0,,,false,,,,,Studying because I want to make my parents feel proud :hugging_face:,,,Just use...,,,"Feynman technique

Active Recall

SQ3R method",,,"App I use:
Minutewise AI
Take notes, create quizzes, flashcards, mindmap and review with Feynman technique",,,,,,,,,,,,,,,,,,,
1be100a4-6af8-4ec9-a713-c721fc272777,Best comebacks of 2026,roastai,,,7,0,,,false,,,,,Best comebacks of 2026,,,"THEM- you are such a failure.....
ROAST AI- oh I didn't realize you were an expert on failure",,,"THEM- you are so clueless.... 
ROAST AI- funny, I seem to have found my way out of your stupid mind",,,"THEM- you're such a joke ....
ROAST AI- if I am a joke you are the punchline because no one is laughing",,,"THEM- nobody likes you ....
ROAST AI- quality over quantity my friend",,,"THEM- you're such a waste of space....
ROAST AI- yeah just like this conversation",,Not for the weak.,,Roast AI: texting assistant on iOS,,,,,,,,,
79f5d86c-2308-4661-b4b1-e5866553f2b0,Best insults of 2025,roastai,,,8,0,,,false,,,,,Best insults of 2025,,,I bet your parents change the topic when they are asked about you,,,if you were the price at the end of a raise I'd run backward,,,you are the human equivalent of a participation reward,,,your grades say marry but your face says study harder,,,I expected nothing from you but you still disappointed me,,,"if you were a type of spice, you would be flour",,Think you can handle it?,,"Download Roast AI: texting assistant.
Available on App Store",,,,,,
0efb4abd-80de-4265-82d3-7d368d242f19,Best Roasts to win every battle,roastai,,,6,0,,,false,,,,,Best Roasts to win every battle,,,your mama teeth so yellow she put the Sun out of business,,,you are so fat when you jumped in a pool all the water disappeared,,,your mama so ugly she made a Happy Meal cry,,,you mama is so fat when she tried to eat healthy she ate chocolate broccoli,,Roast AI: texting assistant will humble you. 😈,,Available on iOS,,,,,,,,,,,,
